loss,val_loss
0.030802369117736816,0.045417774468660355
0.013613586314022541,0.013756356202065945
0.005870754364877939,0.0008329777047038078
0.010065014474093914,0.00918840803205967
0.01008538343012333,0.003788924543187022
0.003253301838412881,0.005095248576253653
0.002654666779562831,0.00034002793836407363
0.0018847467144951224,0.00019010662799701095
0.001697396393865347,0.0014104588190093637
0.002388192107900977,0.0012272382155060768
0.0017991652712225914,0.0004672793729696423
0.0016112757148221135,0.0032526894938200712
0.0022534201852977276,0.00039181625470519066
